Time_s,Input_u_PWM,Output_y_Temp
1150.827,50.0,93.0
1151.393,50.0,93.75
1151.973,50.0,93.75
1152.561,50.0,93.5
1152.569,50.0,93.0
1153.178,50.0,93.5
1153.760,50.0,93.5
1154.345,50.0,94.0
1154.932,50.0,93.25
1155.500,50.0,93.75
1156.068,50.0,93.75
1156.082,50.0,93.75
1156.680,50.0,94.0
1157.243,50.0,93.75
1157.803,50.0,93.5
1158.375,50.0,93.75
1158.956,50.0,93.75
1159.520,50.0,93.5
1160.085,50.0,93.25
1160.095,50.0,94.0
1160.695,50.0,93.75
1161.252,50.0,94.0
1161.810,50.0,94.0
1162.370,50.0,93.75
1162.955,50.0,93.75
1163.533,50.0,94.0
1164.095,50.0,93.75
1164.107,50.0,93.5
1164.709,50.0,93.75
1165.272,50.0,93.75
1165.841,50.0,94.5
1166.393,50.0,94.0
1166.953,50.0,94.0
1167.557,50.0,93.75
1167.566,50.0,94.0
1168.165,50.0,94.5
1168.733,50.0,94.25
1169.299,50.0,94.25
1169.882,50.0,94.25
1170.463,50.0,94.25
1171.029,50.0,93.5
1171.595,50.0,94.0
1171.603,50.0,94.0
1172.195,50.0,94.25
1172.798,50.0,94.25
1173.364,50.0,94.5
1173.930,50.0,94.25
1174.507,50.0,94.25
1175.071,50.0,94.0
1175.080,50.0,94.5
1175.676,50.0,94.25
1176.244,50.0,94.0
1176.815,50.0,94.5
1177.375,50.0,94.5
1177.942,50.0,94.25
1178.504,50.0,94.25
1179.089,50.0,94.5
1179.100,50.0,94.5
1179.687,50.0,94.5
1180.248,50.0,94.25
1180.807,50.0,94.75
1181.373,50.0,94.75
1181.937,50.0,94.75
1182.504,50.0,94.75
1183.063,50.0,94.75
1183.091,50.0,94.25
1183.668,50.0,94.75
1184.233,50.0,94.75
1184.799,50.0,94.75
1185.383,50.0,94.75
1185.952,50.0,94.75
1186.508,50.0,94.75
1187.083,50.0,94.75
1187.113,50.0,94.5
1187.698,50.0,94.75
1188.266,50.0,94.75
1188.831,50.0,95.0
1189.396,50.0,95.0
1189.963,50.0,94.75
1190.518,50.0,95.0
1191.083,50.0,95.0
1191.090,50.0,94.5
1191.693,50.0,95.0
1192.252,50.0,95.25
1192.855,50.0,94.5
1193.419,50.0,94.75
1193.984,50.0,95.0
1194.555,50.0,95.0
1194.566,50.0,95.25
1195.155,50.0,95.0
1195.758,50.0,95.0
1196.328,50.0,95.0
1196.886,50.0,95.0
1197.458,50.0,95.0
1198.020,50.0,95.25
1198.603,50.0,95.0
1198.637,50.0,95.5
1199.230,50.0,95.0
1199.798,50.0,95.0
1200.356,50.0,95.25
1200.933,50.0,94.75
1201.502,50.0,95.25
1202.065,50.0,95.25
1202.073,50.0,95.5
1202.663,50.0,95.5
1203.233,50.0,94.75
1203.795,50.0,95.25
1204.357,50.0,95.25
1204.925,50.0,95.0
1205.488,50.0,95.5
1206.051,50.0,95.25
1206.061,50.0,95.25
1206.665,50.0,95.5
1207.236,50.0,95.25
1207.813,50.0,95.25
1208.376,50.0,95.25
1208.942,50.0,95.25
1209.506,50.0,95.0
1210.078,50.0,95.5
1210.088,50.0,95.0
1210.685,50.0,95.5
1211.247,50.0,94.75
1211.823,50.0,95.5
1212.401,50.0,95.25
1212.976,50.0,95.5
1213.539,50.0,95.5
1214.108,50.0,95.5
1214.119,50.0,95.75
1214.722,50.0,95.25
1215.287,50.0,95.0
1215.844,50.0,95.5
1216.406,50.0,95.5
1216.979,50.0,95.5
1217.555,50.0,95.75
1217.565,50.0,96.0
1218.160,50.0,95.25
1218.721,50.0,95.75
1219.296,50.0,95.25
1219.861,50.0,95.75
1220.418,50.0,95.25
1220.977,50.0,95.0
1221.556,50.0,95.0
1221.575,50.0,95.75
1222.170,50.0,95.75
1222.733,50.0,95.75
1223.301,50.0,95.25
1223.868,50.0,95.75
1224.441,50.0,95.75
1225.004,50.0,95.75
1225.581,50.0,95.5
1225.591,50.0,95.75
1226.178,50.0,95.5
1226.736,50.0,95.5
1227.295,50.0,95.75
1227.867,50.0,95.5
1228.429,50.0,95.75
1228.995,50.0,95.75
1229.561,50.0,95.75
1229.567,50.0,95.75
1230.162,50.0,95.75
1230.732,50.0,95.75
1231.395,50.0,95.5
1231.962,50.0,95.0
1232.521,50.0,95.75
1233.109,50.0,95.5
1233.121,50.0,95.5
1233.699,50.0,96.0
1234.261,50.0,95.75
1234.818,50.0,95.75
1235.392,50.0,95.5
1235.962,50.0,95.75
1236.540,50.0,96.0
1236.562,50.0,96.0
1237.160,50.0,96.0
1237.723,50.0,96.0
1238.291,50.0,95.75
1238.843,50.0,95.75
1239.413,50.0,96.0
1239.974,50.0,96.0
1240.548,50.0,95.5
1240.565,50.0,95.75
1241.150,50.0,95.75
1241.719,50.0,96.0
1242.284,50.0,96.0
1242.846,50.0,95.5
1243.409,50.0,96.0
1243.980,50.0,96.0
1244.550,50.0,96.0
1244.570,50.0,96.0
1245.149,50.0,96.0
1245.714,50.0,96.25
1246.297,50.0,95.75
1246.855,50.0,96.5
1247.418,50.0,96.25
1247.980,50.0,96.25
1248.594,50.0,96.5
1248.615,50.0,95.75
1249.214,50.0,96.25
1249.791,50.0,95.75
1250.369,50.0,95.75
1250.943,50.0,96.5
1251.508,50.0,96.25
1252.070,50.0,96.25
1252.080,50.0,96.5
1252.675,50.0,96.0
1253.245,50.0,96.25
1253.808,50.0,96.75
1254.373,50.0,96.0
1254.940,50.0,96.25
1255.509,50.0,96.25
1256.064,50.0,96.5
1256.064,50.0,96.5
1256.650,50.0,96.25
1257.237,50.0,96.25
1257.804,50.0,96.5
1258.370,50.0,96.25
1258.935,50.0,96.0
1259.503,50.0,96.25
1260.086,50.0,96.5
1260.095,50.0,96.5
1260.684,50.0,96.5
1261.250,50.0,96.75
1261.835,50.0,96.0
1262.418,50.0,96.75
1262.983,50.0,96.0
1263.562,50.0,96.75
1263.572,50.0,96.25
1264.166,50.0,96.25
1264.814,50.0,96.5
1265.384,50.0,96.5
1265.962,50.0,96.25
1266.524,50.0,96.75
1267.096,50.0,96.75
1267.121,50.0,96.5
1267.710,50.0,96.5
1268.283,50.0,96.75
1268.840,50.0,96.75
1269.412,50.0,96.75
1269.980,50.0,96.25
1270.536,50.0,96.5
1271.097,50.0,96.75
1271.107,50.0,96.75
1271.696,50.0,96.5
1272.276,50.0,96.25
1272.832,50.0,96.75
1273.408,50.0,96.75
1273.974,50.0,96.75
1274.532,50.0,96.5
1275.110,50.0,96.75
1275.120,50.0,96.75
1275.721,50.0,97.0
1276.287,50.0,97.0
1276.858,50.0,96.75
1277.421,50.0,96.5
1278.004,50.0,96.75
1278.565,50.0,96.75
1278.565,50.0,96.75
1279.171,50.0,96.5
1279.770,50.0,96.75
1280.347,50.0,97.0
1280.917,50.0,97.0
1281.484,50.0,97.0
1282.058,50.0,96.75
1282.066,50.0,97.0
1282.656,50.0,97.0
1283.230,50.0,97.0
1283.797,50.0,97.0
1284.360,50.0,97.0
1284.923,50.0,97.25
1285.495,50.0,97.0
1286.056,50.0,97.0
1286.070,50.0,97.25
1286.661,50.0,97.25
1287.239,50.0,97.0
1287.811,50.0,97.25
1288.365,50.0,97.25
1288.932,50.0,97.0
1289.510,50.0,97.25
1290.082,50.0,96.75
1290.091,50.0,97.0
1290.684,50.0,97.25
1291.248,50.0,97.25
1291.812,50.0,97.25
1292.376,50.0,97.0
1292.943,50.0,97.25
1293.539,50.0,97.0
1293.564,50.0,97.25
1294.133,50.0,97.25
1294.695,50.0,97.0
1295.272,50.0,97.25
1295.847,50.0,97.0
1296.413,50.0,97.5
1296.990,50.0,97.25
1297.541,50.0,97.5
1297.560,50.0,97.25
1298.140,50.0,97.25
1298.701,50.0,97.0
1299.300,50.0,97.5
1299.872,50.0,97.25
1300.458,50.0,97.0
1301.032,50.0,97.0
1301.618,50.0,97.5
1301.628,50.0,97.5
1302.215,50.0,97.0
1302.786,50.0,97.25
1303.349,50.0,97.75
1303.915,50.0,97.0
1304.480,50.0,97.25
1305.061,50.0,97.25
1305.072,50.0,97.5
1305.664,50.0,97.5
1306.231,50.0,97.0
1306.798,50.0,97.75
1307.360,50.0,97.5
1307.926,50.0,97.25
1308.485,50.0,97.5
1309.061,50.0,97.5
1309.085,50.0,97.5
1309.660,50.0,97.75
1310.221,50.0,97.75
1310.789,50.0,97.75
1311.354,50.0,97.25
1311.922,50.0,97.5
1312.483,50.0,97.75
1313.050,50.0,97.5
1313.062,50.0,97.5
1313.637,50.0,97.75
1314.204,50.0,98.0
1314.782,50.0,97.5
1315.348,50.0,98.0
1315.922,50.0,98.0
1316.490,50.0,98.0
1317.050,50.0,98.0
1317.060,50.0,97.5
1317.648,50.0,98.0
1318.214,50.0,98.0
1318.782,50.0,97.75
1319.351,50.0,98.0
1319.943,50.0,98.0
1320.503,50.0,97.75
1321.064,50.0,98.0
1321.075,50.0,98.0
1321.660,50.0,97.75
1322.232,50.0,97.5
1322.804,50.0,97.5
1323.364,50.0,97.75
1323.939,50.0,98.0
1324.511,50.0,98.0
1325.078,50.0,98.25
1325.088,50.0,98.0
1325.678,50.0,98.25
1326.231,50.0,98.0
1326.804,50.0,98.0
1327.375,50.0,98.0
1327.940,50.0,98.0
1328.509,50.0,98.0
1329.072,50.0,97.75
1329.077,50.0,98.0
1329.673,50.0,98.25
1330.246,50.0,98.25
1330.812,50.0,98.0
1331.373,50.0,98.25
1331.951,50.0,98.0
1332.508,50.0,98.25
1333.089,50.0,98.25
1333.100,50.0,98.25
1333.711,50.0,98.0
1334.294,50.0,98.0
1334.858,50.0,98.25
1335.418,50.0,98.25
1335.986,50.0,98.25
1336.549,50.0,98.0
1336.559,50.0,98.25
1337.153,50.0,98.0
1337.718,50.0,98.0
1338.292,50.0,98.25
1338.867,50.0,98.5
1339.463,50.0,98.25
1340.021,50.0,98.0
1340.584,50.0,98.5
1340.605,50.0,98.25
1341.185,50.0,98.0
1341.748,50.0,98.5
1342.312,50.0,98.5
1342.877,50.0,98.0
1343.438,50.0,98.25
1344.021,50.0,98.25
1344.584,50.0,98.0
1344.594,50.0,98.5
1345.187,50.0,98.5
1345.744,50.0,98.25
1346.317,50.0,98.5
1346.885,50.0,98.25
1347.447,50.0,98.5
1348.020,50.0,98.0
1348.593,50.0,98.75
1348.618,50.0,98.5
1349.206,50.0,99.0
1349.773,50.0,98.0
1350.328,50.0,98.25
1350.905,50.0,98.5
1351.468,50.0,98.0
1352.025,50.0,98.25
1352.601,50.0,98.75
1352.614,50.0,98.5
1353.203,50.0,98.75
1353.768,50.0,98.75
1354.336,50.0,99.0
1354.893,50.0,98.75
1355.471,50.0,99.0
1356.029,50.0,98.75
1356.064,50.0,98.75
1356.660,50.0,98.75
1357.241,50.0,99.0
1357.801,50.0,98.75
1358.365,50.0,98.75
1358.933,50.0,99.0
1359.490,50.0,98.75
1360.080,50.0,99.0
1360.091,50.0,98.75
1360.679,50.0,99.0
1361.233,50.0,98.75
1361.795,50.0,98.25
1362.357,50.0,98.75
1362.946,50.0,99.0
1363.512,50.0,99.0
1364.077,50.0,99.0
1364.087,50.0,99.0
1364.676,50.0,99.0
1365.252,50.0,99.0
1365.809,50.0,99.0
1366.391,50.0,99.25
1366.957,50.0,98.75
1367.520,50.0,98.5
1368.090,50.0,99.0
1368.213,50.0,99.0
1368.809,50.0,99.25
1369.378,50.0,98.75
1369.939,50.0,99.0
1370.513,50.0,98.75
1371.070,50.0,99.25
1371.080,50.0,99.25
1371.672,50.0,99.25
1372.262,50.0,99.0
1372.826,50.0,99.5
1373.392,50.0,99.0
1373.955,50.0,99.25
1374.520,50.0,99.25
1375.082,50.0,99.25
1375.111,50.0,99.25
1375.698,50.0,99.0
1376.286,50.0,99.5
1376.853,50.0,99.25
1377.414,50.0,99.0
1377.973,50.0,99.5
1378.547,50.0,99.0
1378.557,50.0,99.0
1379.147,50.0,99.25
1379.715,50.0,99.0
1380.296,50.0,99.25
1380.862,50.0,99.5
1381.428,50.0,99.5
1381.992,50.0,99.0
1382.561,50.0,98.75
1382.571,50.0,99.0
1383.151,50.0,99.25
1383.714,50.0,99.5
1384.277,50.0,99.25
1384.850,50.0,99.5
1385.425,50.0,99.5
1385.995,50.0,99.5
1386.578,50.0,99.75
1386.588,50.0,99.25
1387.173,50.0,99.25
1387.773,50.0,99.5
1388.337,50.0,99.75
1388.903,50.0,99.5
1389.468,50.0,99.5
1390.037,50.0,100.0
1390.059,50.0,99.75
1390.633,50.0,99.0
1391.193,50.0,99.5
1391.757,50.0,99.75
1392.319,50.0,99.25
1392.881,50.0,99.5
1393.450,50.0,99.5
1394.016,50.0,99.5
1394.583,50.0,99.75
1394.593,50.0,99.5
1395.197,50.0,99.75
1395.767,50.0,99.5
1396.334,50.0,99.75
1396.900,50.0,99.25
1397.480,50.0,100.0
1398.042,50.0,100.0
1398.055,50.0,100.0
1398.647,50.0,100.0
1399.217,50.0,99.75
1399.796,50.0,99.75
1400.380,50.0,100.25
1400.969,50.0,100.0
1401.537,50.0,99.75
1401.608,50.0,99.25
1402.248,50.0,99.75
1402.834,50.0,99.75
1403.403,50.0,99.75
1403.988,50.0,100.0
1404.562,50.0,99.75
1404.572,50.0,100.0
1405.211,50.0,100.25
1405.776,50.0,99.75
1406.344,50.0,100.0
1406.925,50.0,100.0
1407.502,50.0,99.75
1408.065,50.0,99.75
1408.069,50.0,100.0
1408.705,50.0,99.75
1409.278,50.0,100.25
1409.844,50.0,100.25
1410.400,50.0,99.75
1410.980,50.0,100.0
1411.538,50.0,100.0
1411.564,50.0,99.75
1412.200,50.0,100.0
1412.767,50.0,100.25
1413.326,50.0,100.5
1413.889,50.0,100.0
1414.450,50.0,100.25
1415.018,50.0,100.5
1415.605,50.0,100.0
1415.608,50.0,100.25
1416.198,50.0,100.25
1416.777,50.0,100.25
1417.343,50.0,100.25
1417.916,50.0,100.25
1418.502,50.0,100.25
1419.060,50.0,100.0
1419.091,50.0,100.5
1419.675,50.0,100.5
1420.228,50.0,100.25
1420.785,50.0,100.0
1421.354,50.0,99.75
1421.927,50.0,100.5
1422.494,50.0,100.0
1423.053,50.0,100.25
1423.060,50.0,100.25
1423.642,50.0,99.75
1424.209,50.0,100.25
1424.765,50.0,100.25
1425.340,50.0,100.0
1425.901,50.0,100.25
1426.485,50.0,99.75
1427.054,50.0,100.0
1427.064,50.0,100.25
1427.673,50.0,100.25
1428.254,50.0,100.0
1428.813,50.0,100.0
1429.385,50.0,99.75
1429.947,50.0,100.25
1430.511,50.0,99.5
1431.114,50.0,100.25
1431.125,50.0,100.25
1431.745,50.0,99.75
1432.320,50.0,100.25
1432.895,50.0,100.5
1433.467,50.0,100.0
1434.029,50.0,100.25
1434.602,50.0,100.25
1434.691,50.0,100.25
1435.294,50.0,100.5
1435.846,50.0,100.5
1436.413,50.0,100.25
1436.993,50.0,100.5
1437.555,50.0,100.25
1437.555,50.0,100.5
1438.162,50.0,100.25
1438.735,50.0,100.75
1439.295,50.0,100.5
1439.866,50.0,100.75
1440.428,50.0,100.5
1440.994,50.0,100.5
1441.561,50.0,101.0
1441.581,50.0,100.75
1442.212,50.0,100.5
1442.792,50.0,100.75
1443.398,50.0,101.0
1443.969,50.0,100.25
1444.533,50.0,100.5
1445.100,50.0,100.5
1445.110,50.0,100.5
1445.753,50.0,100.25
1446.342,50.0,100.75
1446.895,50.0,100.75
1447.489,50.0,100.5
1448.054,50.0,101.0
1448.059,50.0,100.5
1448.643,50.0,100.75
1449.219,50.0,100.75
1449.777,50.0,100.5
1450.348,50.0,100.75
1450.918,50.0,101.0
1451.485,50.0,100.75
1452.060,50.0,100.5
1452.073,50.0,100.75
1452.664,50.0,100.75
1453.224,50.0,100.75
1453.790,50.0,101.25
1454.365,50.0,100.75
1454.920,50.0,101.0
1455.497,50.0,100.75
1456.065,50.0,100.75
1456.075,50.0,100.25
1456.665,50.0,101.0
1457.262,50.0,101.0
1457.822,50.0,100.5
1458.396,50.0,100.75
1458.964,50.0,101.0
1459.552,50.0,100.75
1459.567,50.0,101.0
1460.154,50.0,101.25
1460.723,50.0,101.25
1461.326,50.0,101.0
1461.889,50.0,101.0
1462.444,50.0,101.0
1463.011,50.0,101.0
1463.570,50.0,101.0
1463.582,50.0,101.0
1464.168,50.0,101.0
1464.724,50.0,101.25
1465.305,50.0,101.0
1465.898,50.0,101.25
1466.468,50.0,101.0
1467.035,50.0,101.25
1467.603,50.0,100.5
1467.626,50.0,101.0
1468.213,50.0,100.75
1468.777,50.0,101.25
1469.341,50.0,101.0
1469.919,50.0,100.75
1470.470,50.0,100.5
1471.033,50.0,100.75
1471.055,50.0,101.0
1471.633,50.0,101.0
1472.202,50.0,100.75
1472.767,50.0,101.5
1473.349,50.0,101.0
1473.914,50.0,101.0
1474.467,50.0,101.25
1475.031,50.0,101.5
1475.055,50.0,101.5
1475.631,50.0,101.0
1476.201,50.0,101.5
1476.765,50.0,101.25
1477.329,50.0,101.5
1477.902,50.0,101.25
1478.474,50.0,101.0
1479.035,50.0,101.5
1479.069,50.0,101.0
1479.676,50.0,101.25
1480.258,50.0,101.25
1480.824,50.0,101.5
1481.411,50.0,101.5
1481.972,50.0,101.25
1482.571,50.0,100.75
1482.579,50.0,101.25
1483.167,50.0,101.25
1483.739,50.0,101.25
1484.303,50.0,101.25
1484.873,50.0,101.5
1485.461,50.0,101.5
1486.025,50.0,101.0
1486.591,50.0,101.0
1486.601,50.0,101.0
1487.185,50.0,101.0
1487.759,50.0,101.0
1488.319,50.0,101.5
1488.884,50.0,101.5
1489.451,50.0,101.25
1490.027,50.0,101.5
1490.589,50.0,101.75
1490.591,50.0,101.5
1491.176,50.0,101.5
1491.743,50.0,101.5
1492.303,50.0,102.0
1492.870,50.0,101.25
1493.434,50.0,101.25
1494.009,50.0,101.5
1494.573,50.0,101.5
1494.573,50.0,101.25
1495.162,50.0,101.25
1495.739,50.0,101.5
1496.300,50.0,101.0
1496.863,50.0,101.5
1497.434,50.0,101.25
1498.010,50.0,101.5
1498.596,50.0,101.0
1498.601,50.0,101.5
1499.191,50.0,101.75
1499.758,50.0,101.75
1500.329,50.0,102.0
1500.881,50.0,101.5
1501.448,50.0,101.25
1502.007,50.0,101.75
1502.583,50.0,102.0
1502.593,50.0,102.0
1503.172,50.0,102.0
1503.742,50.0,102.0
1504.320,50.0,101.5
1504.890,50.0,101.75
1505.487,50.0,101.5
1506.057,50.0,101.75
1506.075,50.0,101.25
1506.680,50.0,101.75
1507.237,50.0,101.75
1507.819,50.0,101.75
1508.386,50.0,101.5
1508.959,50.0,101.5
1509.537,50.0,101.75
1509.556,50.0,101.5
1510.138,50.0,102.0
1510.710,50.0,101.5
1511.279,50.0,101.75
1511.838,50.0,101.5
1512.414,50.0,101.75
1512.982,50.0,101.5
1513.603,50.0,101.5
1513.636,50.0,102.0
1514.221,50.0,101.75
1514.796,50.0,101.75
1515.356,50.0,101.75
1515.927,50.0,101.75
1516.494,50.0,101.75
1517.062,50.0,102.0
1517.072,50.0,102.0
1517.671,50.0,102.0
1518.249,50.0,101.5
1518.809,50.0,101.5
1519.374,50.0,101.25
1519.964,50.0,101.75
1520.531,50.0,102.0
1520.547,50.0,102.0
1521.137,50.0,102.0
1521.736,50.0,102.25
1522.299,50.0,102.0
1522.859,50.0,102.0
1523.423,50.0,102.0
1523.989,50.0,102.25
1524.555,50.0,102.0
1524.572,50.0,102.5
1525.192,50.0,102.25
1525.758,50.0,102.0
1526.323,50.0,102.0
1526.889,50.0,102.0
1527.467,50.0,101.75
1528.025,50.0,101.75
1528.599,50.0,102.25
1528.609,50.0,102.0
1529.195,50.0,102.25
1529.769,50.0,102.25
1530.341,50.0,102.5
1530.913,50.0,102.25
1531.476,50.0,102.0
1532.037,50.0,102.5
1532.053,50.0,101.75
1532.639,50.0,102.25
1533.199,50.0,102.25
1533.849,50.0,102.5
1534.415,50.0,102.0
1534.986,50.0,102.0
1535.553,50.0,101.75
1535.566,50.0,102.25
1536.160,50.0,102.0
1536.736,50.0,102.25
1537.292,50.0,102.25
1537.857,50.0,102.0
1538.427,50.0,102.25
1538.988,50.0,102.25
1539.546,50.0,102.25
1539.547,50.0,102.25
1540.146,50.0,102.25
1540.737,50.0,102.0
1541.305,50.0,102.25
1541.905,50.0,102.25
1542.464,50.0,102.5
1543.038,50.0,102.5
1543.055,50.0,102.25
1543.649,50.0,102.25
1544.219,50.0,102.0
1544.788,50.0,102.0
1545.398,50.0,102.5
1545.968,50.0,102.5
1546.534,50.0,102.0
1546.553,50.0,102.5
1547.137,50.0,102.5
1547.727,50.0,102.0
1548.301,50.0,102.25
1548.869,50.0,102.75
1549.442,50.0,102.0
1550.003,50.0,102.5
1550.565,50.0,102.25
1550.583,50.0,102.5
1551.195,50.0,102.75
1551.759,50.0,102.5
1552.323,50.0,102.25
1552.896,50.0,102.5
1553.484,50.0,102.25
1554.048,50.0,102.5
1554.059,50.0,102.25
1554.692,50.0,102.0
1555.247,50.0,102.5
1555.809,50.0,102.75
1556.371,50.0,102.75
1556.961,50.0,102.5
1557.530,50.0,102.75
1557.554,50.0,102.75
1558.176,50.0,102.5
1558.749,50.0,102.75
1559.323,50.0,102.75
1559.883,50.0,103.0
1560.445,50.0,102.75
1561.006,50.0,102.75
1561.608,50.0,102.75
1561.618,50.0,102.25
1562.207,50.0,102.75
1562.787,50.0,102.5
1563.340,50.0,102.25
1563.913,50.0,102.25
1564.481,50.0,102.5
1565.049,50.0,102.75
1565.055,50.0,102.5
1565.652,50.0,102.5
1566.234,50.0,102.0
1566.801,50.0,102.75
1567.403,50.0,103.0
1567.965,50.0,102.75
1568.557,50.0,102.5
1568.557,50.0,103.0
1569.157,50.0,103.0
1569.714,50.0,102.5
1570.295,50.0,103.0
1570.854,50.0,102.5
1571.417,50.0,102.75
1571.981,50.0,103.0
1572.547,50.0,103.0
1572.557,50.0,103.0
1573.148,50.0,103.0
1573.703,50.0,102.5
1574.263,50.0,102.75
1574.826,50.0,103.0
1575.416,50.0,103.25
1575.970,50.0,102.75
1576.538,50.0,102.75
1576.584,50.0,102.75
1577.174,50.0,102.75
1577.740,50.0,102.75
1578.339,50.0,103.0
1578.938,50.0,103.25
1579.510,50.0,103.25
1580.099,50.0,102.75
1580.109,50.0,103.25
1580.733,50.0,103.0
1581.304,50.0,103.0
1581.865,50.0,103.25
1582.463,50.0,103.25
1583.036,50.0,103.0
1583.054,50.0,103.0
1583.668,50.0,102.75
1584.229,50.0,103.0
1584.793,50.0,103.25
1585.362,50.0,103.25
1585.928,50.0,103.0
1586.502,50.0,103.25
1587.083,50.0,102.75
1587.094,50.0,103.0
1587.723,50.0,103.25
1588.323,50.0,103.0
1588.898,50.0,103.25
1589.497,50.0,103.25
1590.062,50.0,102.75
1590.075,50.0,103.25
1590.664,50.0,103.25
1591.229,50.0,103.25
1591.802,50.0,103.25
1592.381,50.0,102.75
1592.977,50.0,103.0
1593.538,50.0,103.25
1593.551,50.0,102.75
1594.172,50.0,103.75
1594.742,50.0,103.25
1595.313,50.0,103.25
1595.869,50.0,103.0
1596.456,50.0,103.25
1597.021,50.0,103.0
1597.050,50.0,103.75
1597.668,50.0,103.25
1598.234,50.0,103.5
1598.805,50.0,103.0
1599.390,50.0,103.0
1599.969,50.0,103.5
1600.538,50.0,103.75
1600.549,50.0,103.5
1601.165,50.0,103.75
1601.721,50.0,103.5
1602.320,50.0,103.75
1602.885,50.0,103.75
1603.482,50.0,103.5
1604.045,50.0,103.25
1604.063,50.0,103.5
1604.666,50.0,103.5
1605.235,50.0,103.5
1605.806,50.0,103.5
1606.365,50.0,103.25
1606.931,50.0,103.75
1607.532,50.0,103.75
1607.543,50.0,103.5
1608.130,50.0,103.5
1608.698,50.0,103.75
1609.259,50.0,103.25
1609.828,50.0,103.0
1610.422,50.0,103.75
1610.990,50.0,103.25
1611.561,50.0,103.75
1611.566,50.0,103.5
1612.155,50.0,103.5
1612.721,50.0,103.75
1613.284,50.0,103.5
1613.854,50.0,103.75
1614.413,50.0,103.75
1614.978,50.0,103.75
1615.551,50.0,103.75
1615.561,50.0,103.5
1616.157,50.0,103.5
1616.720,50.0,103.25
1617.308,50.0,103.5
1617.873,50.0,104.0
1618.452,50.0,103.5
1619.016,50.0,104.0
1619.576,50.0,103.25
1619.584,50.0,104.0
1620.186,50.0,103.75
1620.749,50.0,103.5
1621.306,50.0,103.75
1621.870,50.0,104.0
1622.472,50.0,103.5
1623.035,50.0,103.75
1623.053,50.0,103.75
1623.632,50.0,103.75
1624.232,50.0,103.75
1624.794,50.0,104.0
1625.372,50.0,103.5
1625.942,50.0,104.0
1626.527,50.0,103.75
1627.109,50.0,103.75
1627.126,50.0,103.75
1627.729,50.0,103.75
1628.297,50.0,103.75
1628.866,50.0,103.5
1629.446,50.0,103.5
1630.028,50.0,104.0
1630.052,50.0,103.75
1630.624,50.0,104.0
1631.214,50.0,103.75
1631.777,50.0,103.75
1632.352,50.0,104.0
1632.924,50.0,104.0
1633.570,50.0,103.5
1633.570,50.0,104.0
1634.193,50.0,104.0
1634.754,50.0,104.0
1635.331,50.0,103.75
1635.905,50.0,103.75
1636.466,50.0,103.75
1637.038,50.0,103.75
1637.048,50.0,103.25
1637.634,50.0,104.0
1638.224,50.0,103.5
1638.787,50.0,103.75
1639.373,50.0,104.25
1639.980,50.0,104.0
1640.544,50.0,103.75
1640.558,50.0,104.0
1641.147,50.0,104.25
1641.707,50.0,103.75
1642.284,50.0,103.75
1642.851,50.0,104.0
1643.415,50.0,104.25
1643.985,50.0,104.25
1644.566,50.0,104.0
1644.587,50.0,104.25
1645.177,50.0,104.25
1645.796,50.0,104.0
1646.358,50.0,104.25
1646.929,50.0,104.25
1647.498,50.0,103.75
1648.070,50.0,104.25
1648.081,50.0,103.75
1648.673,50.0,104.0
1649.231,50.0,103.5
1649.796,50.0,104.25
1650.373,50.0,103.75
1650.932,50.0,104.25
1651.504,50.0,103.5
1652.068,50.0,104.0
1652.092,50.0,104.25
1652.690,50.0,104.25
1653.257,50.0,104.25
1653.826,50.0,104.0
1654.408,50.0,104.25
1654.991,50.0,104.25
1655.561,50.0,104.25
1655.588,50.0,104.0
1656.169,50.0,104.25
1656.731,50.0,103.75
1657.311,50.0,104.25
1657.893,50.0,104.25
1658.461,50.0,104.25
1659.031,50.0,104.0
1659.051,50.0,103.75
1659.635,50.0,104.25
1660.205,50.0,104.0
1660.771,50.0,104.5
1661.333,50.0,104.0
1661.917,50.0,104.5
1662.484,50.0,104.0
1663.050,50.0,104.0
1663.075,50.0,104.0
1663.667,50.0,103.75
1664.248,50.0,104.25
1664.814,50.0,104.5
1665.380,50.0,104.5
1665.947,50.0,104.0
1666.512,50.0,104.25
1667.078,50.0,104.5
1667.078,50.0,104.0
1667.684,50.0,104.0
1668.259,50.0,104.0
1668.820,50.0,104.5
1669.384,50.0,104.5
1669.942,50.0,104.5
1670.522,50.0,104.0
1670.547,50.0,104.5
1671.131,50.0,104.5
1671.704,50.0,104.5
1672.270,50.0,104.5
1672.855,50.0,103.75
1673.423,50.0,104.5
1673.978,50.0,104.0
1674.555,50.0,104.75
1674.566,50.0,104.5
1675.145,50.0,104.5
1675.703,50.0,104.5
1676.272,50.0,104.5
1676.839,50.0,104.5
1677.400,50.0,104.5
1677.969,50.0,104.25
1678.559,50.0,104.0
1678.568,50.0,104.5
1679.153,50.0,104.0
1679.726,50.0,104.0
1680.300,50.0,104.25
1680.865,50.0,104.25
1681.429,50.0,104.75
1681.999,50.0,104.5
1682.553,50.0,104.75
1682.568,50.0,104.5
1683.151,50.0,104.25
1683.714,50.0,104.25
1684.279,50.0,104.0
1684.853,50.0,104.75
1685.429,50.0,104.0
1685.998,50.0,104.75
1686.568,50.0,104.25
1686.568,50.0,105.0
1687.172,50.0,104.5
1687.734,50.0,104.25
