Time_s,Input_u_PWM,Output_y_Temp
581.444,50.0,67.25
582.007,50.0,67.5
582.593,50.0,67.5
582.599,50.0,67.25
583.191,50.0,67.0
583.841,50.0,67.5
584.410,50.0,67.25
584.977,50.0,67.75
585.538,50.0,67.75
586.123,50.0,68.0
586.133,50.0,67.5
586.714,50.0,67.5
587.270,50.0,67.5
587.842,50.0,67.75
588.408,50.0,68.0
588.978,50.0,67.25
589.551,50.0,67.75
590.109,50.0,68.0
590.111,50.0,67.5
590.704,50.0,67.75
591.278,50.0,68.0
591.844,50.0,67.75
592.404,50.0,67.75
592.971,50.0,68.0
593.540,50.0,68.0
594.103,50.0,68.25
594.109,50.0,68.0
594.702,50.0,68.25
595.268,50.0,68.0
595.831,50.0,68.25
596.394,50.0,68.25
596.951,50.0,68.5
597.516,50.0,68.0
598.085,50.0,68.0
598.087,50.0,68.5
598.679,50.0,68.5
599.249,50.0,68.25
599.815,50.0,68.5
600.401,50.0,68.5
600.964,50.0,68.5
601.526,50.0,68.75
602.093,50.0,68.5
602.099,50.0,68.25
602.689,50.0,68.5
603.261,50.0,68.75
603.837,50.0,68.5
604.407,50.0,68.25
604.981,50.0,68.25
605.546,50.0,68.75
606.115,50.0,68.5
606.115,50.0,68.75
606.708,50.0,68.75
607.272,50.0,69.0
607.841,50.0,69.0
608.421,50.0,68.75
609.004,50.0,69.5
609.573,50.0,68.75
609.583,50.0,69.0
610.166,50.0,69.25
610.734,50.0,69.25
611.308,50.0,68.75
611.877,50.0,69.0
612.449,50.0,68.75
613.010,50.0,69.0
613.722,50.0,69.25
613.748,50.0,69.0
614.369,50.0,68.75
614.934,50.0,69.5
615.497,50.0,69.0
616.057,50.0,69.0
616.646,50.0,69.25
616.653,50.0,69.5
617.233,50.0,69.25
617.799,50.0,69.75
618.374,50.0,69.5
618.936,50.0,69.5
619.512,50.0,69.75
620.080,50.0,69.75
620.090,50.0,69.5
620.680,50.0,69.5
621.252,50.0,69.5
621.814,50.0,69.5
622.376,50.0,69.75
622.938,50.0,69.5
623.507,50.0,69.75
624.071,50.0,69.75
624.629,50.0,70.0
624.632,50.0,69.75
625.232,50.0,69.75
625.813,50.0,70.0
626.371,50.0,69.75
626.939,50.0,70.0
627.498,50.0,70.0
628.057,50.0,70.25
628.622,50.0,69.5
628.634,50.0,70.25
629.221,50.0,70.0
629.803,50.0,70.0
630.362,50.0,70.25
630.918,50.0,70.0
631.480,50.0,70.25
632.068,50.0,70.5
632.091,50.0,70.25
632.666,50.0,70.5
633.227,50.0,70.5
633.788,50.0,70.5
634.342,50.0,70.0
634.901,50.0,70.25
635.484,50.0,70.5
636.046,50.0,70.75
636.613,50.0,70.75
636.624,50.0,70.5
637.194,50.0,70.75
637.761,50.0,70.75
638.326,50.0,70.5
638.896,50.0,70.75
639.461,50.0,70.75
640.029,50.0,70.75
640.598,50.0,71.0
640.606,50.0,70.75
641.175,50.0,71.0
641.742,50.0,70.75
642.304,50.0,70.75
642.868,50.0,71.0
643.426,50.0,71.0
643.987,50.0,71.0
644.560,50.0,71.25
645.131,50.0,70.75
645.131,50.0,71.0
645.739,50.0,71.0
646.304,50.0,70.75
646.871,50.0,71.0
647.430,50.0,70.75
647.993,50.0,71.25
648.559,50.0,71.0
649.128,50.0,71.5
649.128,50.0,71.5
649.717,50.0,71.75
650.283,50.0,71.25
650.876,50.0,71.25
651.436,50.0,71.5
652.002,50.0,71.25
652.566,50.0,71.5
653.132,50.0,71.5
653.137,50.0,71.5
653.728,50.0,72.0
654.286,50.0,71.5
654.843,50.0,71.75
655.412,50.0,71.75
655.979,50.0,71.75
656.534,50.0,71.75
657.098,50.0,72.0
657.102,50.0,71.75
657.687,50.0,71.75
658.259,50.0,72.0
658.821,50.0,72.0
659.377,50.0,71.25
659.944,50.0,72.0
660.515,50.0,72.25
661.085,50.0,71.75
661.085,50.0,72.25
661.694,50.0,72.0
662.253,50.0,72.25
662.830,50.0,72.5
663.426,50.0,72.25
664.005,50.0,72.25
664.572,50.0,72.25
664.581,50.0,72.0
665.167,50.0,72.5
665.729,50.0,72.5
666.304,50.0,72.5
666.858,50.0,72.0
667.419,50.0,72.5
667.991,50.0,72.5
668.561,50.0,72.25
668.590,50.0,72.5
669.187,50.0,72.75
669.754,50.0,72.5
670.321,50.0,72.5
670.879,50.0,72.5
671.449,50.0,72.5
672.001,50.0,72.75
672.557,50.0,72.5
673.130,50.0,72.75
673.170,50.0,72.25
673.819,50.0,72.5
674.449,50.0,72.75
675.047,50.0,72.75
675.629,50.0,72.75
675.639,50.0,72.75
676.250,50.0,73.0
676.917,50.0,73.0
677.540,50.0,72.75
677.583,50.0,72.75
678.209,50.0,73.25
678.839,50.0,72.75
679.424,50.0,73.0
680.084,50.0,73.25
680.144,50.0,73.0
680.779,50.0,72.75
681.412,50.0,73.25
682.065,50.0,73.0
682.129,50.0,73.5
682.738,50.0,73.25
683.345,50.0,73.25
683.970,50.0,73.25
684.546,50.0,73.75
685.124,50.0,73.5
685.134,50.0,73.0
685.743,50.0,73.5
686.328,50.0,73.5
687.004,50.0,73.5
687.590,50.0,73.5
687.600,50.0,73.25
688.204,50.0,73.25
688.780,50.0,73.75
689.357,50.0,73.5
689.930,50.0,74.0
690.509,50.0,73.5
691.078,50.0,73.75
691.087,50.0,73.75
691.697,50.0,73.75
692.273,50.0,74.0
692.853,50.0,73.75
693.475,50.0,74.0
694.056,50.0,74.0
694.631,50.0,74.0
694.641,50.0,73.75
695.245,50.0,73.5
695.823,50.0,73.75
696.400,50.0,74.25
696.977,50.0,74.0
697.554,50.0,74.25
698.131,50.0,74.25
698.132,50.0,74.0
698.734,50.0,74.25
699.299,50.0,74.5
699.856,50.0,74.25
700.424,50.0,74.25
700.986,50.0,74.25
701.555,50.0,74.25
702.128,50.0,74.25
702.138,50.0,74.5
702.711,50.0,74.5
703.278,50.0,74.5
703.794,50.0,74.0
704.287,50.0,74.25
704.669,50.0,74.25
705.481,50.0,74.25
705.825,50.0,75.0
706.088,50.0,74.5
706.808,50.0,75.0
707.290,50.0,74.75
707.590,50.0,75.0
708.483,50.0,74.75
708.806,50.0,75.0
709.435,50.0,75.0
709.745,50.0,74.75
710.137,50.0,75.25
710.684,50.0,74.75
711.122,50.0,74.5
712.089,50.0,75.0
712.889,50.0,75.25
713.674,50.0,75.0
715.059,50.0,75.0
715.697,50.0,75.25
716.111,50.0,75.0
716.279,50.0,75.25
716.488,50.0,75.0
716.691,50.0,75.25
716.839,50.0,75.5
716.966,50.0,75.25
717.165,50.0,75.0
717.948,50.0,75.25
718.194,50.0,75.25
718.989,50.0,75.0
719.216,50.0,75.75
720.023,50.0,75.25
720.607,50.0,75.5
720.624,50.0,75.5
721.230,50.0,75.75
721.792,50.0,75.75
722.356,50.0,75.75
722.946,50.0,75.5
723.503,50.0,75.75
724.060,50.0,75.5
724.619,50.0,75.75
724.629,50.0,75.5
725.217,50.0,75.75
725.784,50.0,75.75
726.384,50.0,75.5
726.946,50.0,75.75
727.501,50.0,76.0
728.083,50.0,76.0
728.093,50.0,76.0
728.668,50.0,76.25
729.238,50.0,76.25
729.873,50.0,76.25
730.433,50.0,76.25
731.009,50.0,76.25
731.575,50.0,76.25
731.587,50.0,76.25
732.180,50.0,75.5
732.746,50.0,76.25
733.316,50.0,76.5
733.877,50.0,76.0
734.462,50.0,76.25
735.032,50.0,76.25
735.599,50.0,76.25
735.616,50.0,76.25
736.197,50.0,76.25
736.771,50.0,76.5
737.344,50.0,76.5
737.913,50.0,76.0
738.487,50.0,77.0
739.041,50.0,76.5
739.081,50.0,76.75
739.685,50.0,76.25
740.244,50.0,76.5
740.808,50.0,76.75
741.381,50.0,76.75
741.955,50.0,76.75
742.531,50.0,77.0
743.103,50.0,76.5
743.114,50.0,77.0
743.703,50.0,76.75
744.279,50.0,77.0
744.839,50.0,76.5
745.407,50.0,77.25
745.968,50.0,77.0
746.526,50.0,77.0
747.088,50.0,77.25
747.099,50.0,77.0
747.684,50.0,77.25
748.247,50.0,77.25
748.801,50.0,76.75
749.364,50.0,77.25
749.928,50.0,77.0
750.494,50.0,76.75
751.060,50.0,77.25
751.627,50.0,77.25
751.635,50.0,77.25
752.224,50.0,77.0
752.797,50.0,77.0
753.361,50.0,77.5
753.923,50.0,77.5
754.491,50.0,77.25
755.091,50.0,77.0
755.099,50.0,77.25
755.693,50.0,77.5
756.259,50.0,77.5
756.828,50.0,77.5
757.388,50.0,77.5
757.989,50.0,77.25
758.548,50.0,77.25
759.110,50.0,77.5
759.129,50.0,77.25
759.743,50.0,77.5
760.292,50.0,77.75
760.870,50.0,77.5
761.431,50.0,77.25
761.996,50.0,77.75
762.575,50.0,77.75
762.585,50.0,77.75
763.195,50.0,77.25
763.812,50.0,77.75
764.383,50.0,77.75
764.953,50.0,77.75
765.530,50.0,78.0
766.099,50.0,77.75
766.107,50.0,78.5
766.702,50.0,77.75
767.262,50.0,78.0
767.837,50.0,78.25
768.407,50.0,77.75
768.973,50.0,77.75
769.540,50.0,77.75
770.106,50.0,78.0
770.106,50.0,78.0
770.709,50.0,78.25
771.284,50.0,78.0
771.854,50.0,78.25
772.421,50.0,78.25
772.986,50.0,78.25
773.550,50.0,77.75
774.118,50.0,78.0
774.134,50.0,78.5
774.738,50.0,78.0
775.334,50.0,78.0
775.903,50.0,78.25
776.462,50.0,78.25
777.041,50.0,78.75
777.612,50.0,78.25
777.621,50.0,78.5
778.218,50.0,78.5
778.782,50.0,78.75
779.360,50.0,78.75
779.932,50.0,77.75
780.507,50.0,78.25
781.087,50.0,78.75
781.097,50.0,78.5
781.684,50.0,78.0
782.255,50.0,78.5
782.818,50.0,79.0
783.391,50.0,78.5
783.956,50.0,78.5
784.531,50.0,78.25
785.097,50.0,78.75
785.107,50.0,79.0
785.686,50.0,78.75
786.246,50.0,78.75
786.816,50.0,78.75
787.372,50.0,79.0
787.938,50.0,79.0
788.511,50.0,79.0
789.069,50.0,78.5
789.085,50.0,79.25
789.670,50.0,79.0
790.228,50.0,79.0
790.801,50.0,79.0
791.362,50.0,78.75
791.938,50.0,79.25
792.498,50.0,79.25
793.069,50.0,79.0
793.082,50.0,79.25
793.673,50.0,79.5
794.243,50.0,79.5
794.809,50.0,79.25
795.363,50.0,78.75
795.938,50.0,79.5
796.500,50.0,79.5
797.088,50.0,79.5
797.098,50.0,79.0
797.695,50.0,79.75
798.253,50.0,79.5
798.813,50.0,79.75
799.377,50.0,79.75
799.941,50.0,79.5
800.509,50.0,79.25
801.071,50.0,79.75
801.084,50.0,79.5
801.692,50.0,79.75
802.261,50.0,79.75
802.815,50.0,79.5
803.371,50.0,79.75
803.951,50.0,79.5
804.512,50.0,79.75
805.074,50.0,79.75
805.094,50.0,79.5
805.673,50.0,79.75
806.238,50.0,80.25
806.813,50.0,80.25
807.381,50.0,80.0
807.941,50.0,80.25
808.501,50.0,80.25
809.078,50.0,80.25
809.089,50.0,80.25
809.703,50.0,80.25
810.298,50.0,80.5
810.873,50.0,80.25
811.444,50.0,80.5
812.015,50.0,80.75
812.576,50.0,80.5
812.582,50.0,80.25
813.164,50.0,80.5
813.734,50.0,80.0
814.296,50.0,80.0
814.858,50.0,80.5
815.423,50.0,80.75
816.006,50.0,80.5
816.563,50.0,80.0
816.580,50.0,80.5
817.173,50.0,81.0
817.740,50.0,80.75
818.309,50.0,81.0
818.872,50.0,80.75
819.429,50.0,80.75
819.987,50.0,80.0
820.553,50.0,80.5
820.608,50.0,81.0
821.198,50.0,81.25
821.784,50.0,80.75
822.350,50.0,81.5
822.915,50.0,81.25
823.478,50.0,81.0
824.047,50.0,81.0
824.621,50.0,81.5
824.630,50.0,81.0
825.217,50.0,81.0
825.812,50.0,80.5
826.385,50.0,81.0
826.964,50.0,81.25
827.525,50.0,81.25
828.097,50.0,81.25
828.114,50.0,81.0
828.714,50.0,81.5
829.280,50.0,81.75
829.855,50.0,81.25
830.515,50.0,81.25
831.086,50.0,81.25
831.089,50.0,81.75
831.689,50.0,81.0
832.248,50.0,81.25
832.826,50.0,81.25
833.395,50.0,81.5
833.964,50.0,81.5
834.521,50.0,81.5
835.097,50.0,81.5
835.108,50.0,81.0
835.692,50.0,81.75
836.259,50.0,81.75
836.861,50.0,81.5
837.419,50.0,81.75
837.975,50.0,81.5
838.543,50.0,82.0
839.107,50.0,81.75
839.115,50.0,81.5
839.700,50.0,81.5
840.265,50.0,81.75
840.820,50.0,81.75
841.401,50.0,82.0
841.966,50.0,81.75
842.528,50.0,81.75
843.090,50.0,82.0
843.098,50.0,81.5
843.689,50.0,82.0
844.250,50.0,81.75
844.829,50.0,82.0
845.403,50.0,82.25
845.962,50.0,82.25
846.532,50.0,82.0
847.091,50.0,82.0
847.103,50.0,82.25
847.698,50.0,82.25
848.264,50.0,82.0
848.827,50.0,82.0
849.399,50.0,82.25
849.974,50.0,82.25
850.559,50.0,82.5
851.125,50.0,82.5
851.148,50.0,82.75
851.740,50.0,82.25
852.340,50.0,82.75
852.922,50.0,83.0
853.491,50.0,82.5
854.045,50.0,82.0
854.614,50.0,82.5
854.614,50.0,82.5
855.202,50.0,82.25
855.785,50.0,82.5
856.355,50.0,82.5
856.917,50.0,82.5
857.489,50.0,82.5
858.068,50.0,82.75
858.092,50.0,82.5
858.689,50.0,82.75
859.270,50.0,82.75
859.835,50.0,82.5
860.399,50.0,82.75
860.967,50.0,82.75
861.566,50.0,82.75
861.576,50.0,82.5
862.162,50.0,82.75
862.718,50.0,83.0
863.297,50.0,82.75
863.863,50.0,82.75
864.506,50.0,82.75
865.096,50.0,83.0
865.137,50.0,83.0
865.728,50.0,83.25
866.296,50.0,83.0
866.870,50.0,83.0
867.429,50.0,82.75
868.001,50.0,82.75
868.570,50.0,83.0
868.580,50.0,83.25
869.162,50.0,82.75
869.717,50.0,83.5
870.278,50.0,83.25
870.832,50.0,82.75
871.399,50.0,83.25
871.959,50.0,83.5
872.535,50.0,83.25
873.108,50.0,83.0
873.121,50.0,83.25
873.720,50.0,83.5
874.298,50.0,83.25
874.887,50.0,83.5
875.459,50.0,83.25
876.038,50.0,83.25
876.601,50.0,83.75
876.611,50.0,83.75
877.199,50.0,83.25
877.755,50.0,83.75
878.317,50.0,83.5
878.884,50.0,84.0
879.451,50.0,83.75
880.028,50.0,83.75
880.602,50.0,84.0
880.611,50.0,84.0
881.197,50.0,83.5
881.760,50.0,83.75
882.339,50.0,83.75
882.898,50.0,83.75
883.456,50.0,83.75
884.039,50.0,83.75
884.621,50.0,83.75
884.621,50.0,84.0
885.208,50.0,84.0
885.795,50.0,84.0
886.354,50.0,84.5
886.913,50.0,84.0
887.483,50.0,84.0
888.043,50.0,84.0
888.602,50.0,84.0
888.618,50.0,84.0
889.213,50.0,84.0
889.782,50.0,84.0
890.345,50.0,84.25
890.896,50.0,84.0
891.476,50.0,84.0
892.055,50.0,84.25
892.616,50.0,84.5
892.626,50.0,84.25
893.217,50.0,84.25
893.787,50.0,84.0
894.343,50.0,84.0
894.903,50.0,84.0
895.475,50.0,84.0
896.035,50.0,84.0
896.080,50.0,84.5
896.681,50.0,84.5
897.262,50.0,84.5
897.822,50.0,85.0
898.384,50.0,84.75
898.960,50.0,84.5
899.517,50.0,84.25
900.093,50.0,84.5
900.112,50.0,84.5
900.699,50.0,84.75
901.258,50.0,84.0
901.826,50.0,85.0
902.381,50.0,84.75
902.948,50.0,85.0
903.509,50.0,84.75
904.081,50.0,84.25
904.091,50.0,84.75
904.675,50.0,84.75
905.232,50.0,84.75
905.793,50.0,84.75
906.363,50.0,85.25
906.929,50.0,85.0
907.493,50.0,84.5
908.046,50.0,84.75
908.616,50.0,84.75
908.618,50.0,85.0
909.205,50.0,85.25
909.764,50.0,85.25
910.340,50.0,85.0
910.923,50.0,85.0
911.491,50.0,85.0
912.050,50.0,85.25
912.612,50.0,84.75
912.621,50.0,85.25
913.202,50.0,85.0
913.774,50.0,85.0
914.329,50.0,85.0
914.895,50.0,85.0
915.483,50.0,84.5
916.068,50.0,85.25
916.078,50.0,85.5
916.669,50.0,84.75
917.247,50.0,85.25
917.804,50.0,85.25
918.360,50.0,85.25
918.940,50.0,85.25
919.493,50.0,85.25
920.056,50.0,85.25
920.614,50.0,85.25
920.629,50.0,85.25
921.216,50.0,85.25
921.790,50.0,85.5
922.345,50.0,85.5
922.903,50.0,85.5
923.463,50.0,85.5
924.020,50.0,85.25
924.585,50.0,85.25
924.595,50.0,85.75
925.184,50.0,85.25
925.745,50.0,85.75
926.312,50.0,85.5
926.893,50.0,85.75
927.452,50.0,85.5
928.024,50.0,85.25
928.584,50.0,85.75
928.593,50.0,86.0
929.179,50.0,85.5
929.768,50.0,85.75
930.340,50.0,85.5
930.919,50.0,86.0
931.490,50.0,86.0
932.048,50.0,86.0
932.620,50.0,85.75
932.628,50.0,85.75
933.217,50.0,85.75
933.787,50.0,85.75
934.353,50.0,85.75
934.909,50.0,86.0
935.491,50.0,86.0
936.079,50.0,85.5
936.093,50.0,85.75
936.687,50.0,86.25
937.251,50.0,86.0
937.826,50.0,86.25
938.392,50.0,86.0
938.948,50.0,86.0
939.533,50.0,86.0
940.094,50.0,86.25
940.094,50.0,86.0
940.700,50.0,86.0
941.266,50.0,86.0
941.830,50.0,86.0
942.393,50.0,86.25
942.961,50.0,86.0
943.517,50.0,86.5
944.075,50.0,86.0
944.080,50.0,86.0
944.666,50.0,86.25
945.230,50.0,85.75
945.793,50.0,86.5
946.357,50.0,86.25
946.942,50.0,86.25
947.496,50.0,86.25
948.051,50.0,86.25
948.609,50.0,86.25
948.625,50.0,86.25
949.218,50.0,86.0
949.784,50.0,86.75
950.339,50.0,86.5
950.910,50.0,86.75
951.473,50.0,86.25
952.053,50.0,86.5
952.623,50.0,86.75
952.626,50.0,86.5
953.222,50.0,86.75
953.793,50.0,86.5
954.367,50.0,86.75
954.947,50.0,86.75
955.528,50.0,87.0
956.106,50.0,86.75
956.119,50.0,86.5
956.707,50.0,87.0
957.284,50.0,86.75
957.847,50.0,86.75
958.424,50.0,86.25
958.988,50.0,86.25
959.548,50.0,86.75
960.103,50.0,86.75
960.120,50.0,86.5
960.720,50.0,87.0
961.285,50.0,86.75
961.855,50.0,86.75
962.415,50.0,86.75
962.997,50.0,87.5
963.560,50.0,87.0
963.573,50.0,86.75
964.155,50.0,87.25
964.813,50.0,87.0
965.392,50.0,87.25
965.952,50.0,86.5
966.518,50.0,87.5
967.092,50.0,87.0
967.102,50.0,87.0
967.689,50.0,87.25
968.244,50.0,87.25
968.804,50.0,87.25
969.371,50.0,87.0
969.939,50.0,87.25
970.511,50.0,87.25
971.070,50.0,87.5
971.078,50.0,87.0
971.667,50.0,87.5
972.242,50.0,87.25
972.811,50.0,87.25
973.370,50.0,87.75
973.966,50.0,87.25
974.527,50.0,87.0
975.118,50.0,87.5
975.129,50.0,87.25
975.715,50.0,87.25
976.294,50.0,87.25
976.860,50.0,87.5
977.423,50.0,87.75
977.998,50.0,87.75
978.596,50.0,87.75
978.612,50.0,87.5
979.210,50.0,88.0
979.770,50.0,87.75
980.338,50.0,88.0
980.930,50.0,87.5
981.496,50.0,87.75
982.065,50.0,87.5
982.073,50.0,87.75
982.651,50.0,87.5
983.213,50.0,87.75
983.786,50.0,87.75
984.353,50.0,87.75
984.906,50.0,88.0
985.467,50.0,88.0
986.026,50.0,88.0
986.584,50.0,88.25
986.598,50.0,87.5
987.181,50.0,88.25
987.748,50.0,87.75
988.327,50.0,88.0
988.890,50.0,88.0
989.452,50.0,87.5
990.020,50.0,88.0
990.586,50.0,88.0
990.591,50.0,87.75
991.180,50.0,88.25
991.751,50.0,88.0
992.320,50.0,88.0
992.896,50.0,88.25
993.467,50.0,88.0
994.029,50.0,88.25
994.610,50.0,88.25
994.620,50.0,88.0
995.207,50.0,88.5
995.769,50.0,88.5
996.338,50.0,88.5
996.911,50.0,87.75
997.470,50.0,88.75
998.046,50.0,88.5
998.130,50.0,88.5
998.717,50.0,88.5
999.282,50.0,88.75
999.846,50.0,88.0
1000.399,50.0,88.5
1000.979,50.0,88.5
1001.574,50.0,88.25
1001.587,50.0,88.25
1002.172,50.0,88.0
1002.745,50.0,88.5
1003.308,50.0,88.0
1003.876,50.0,88.5
1004.453,50.0,88.75
1005.019,50.0,88.5
1005.579,50.0,88.5
1005.581,50.0,88.75
1006.180,50.0,89.0
1006.744,50.0,88.5
1007.321,50.0,88.5
1007.907,50.0,88.75
1008.472,50.0,88.75
1009.048,50.0,88.75
1009.075,50.0,88.75
1009.659,50.0,89.0
1010.227,50.0,88.75
1010.802,50.0,89.0
1011.360,50.0,89.0
1011.936,50.0,88.75
1012.507,50.0,89.0
1013.082,50.0,89.0
1013.092,50.0,89.0
1013.684,50.0,88.75
1014.256,50.0,89.0
1014.827,50.0,89.0
1015.387,50.0,89.25
1015.964,50.0,89.25
1016.548,50.0,88.75
1017.111,50.0,89.0
1017.117,50.0,89.25
1017.708,50.0,88.75
1018.275,50.0,88.75
1018.841,50.0,89.25
1019.412,50.0,89.25
1019.990,50.0,89.5
1020.560,50.0,88.75
1020.573,50.0,89.25
1021.158,50.0,89.25
1021.742,50.0,89.5
1022.308,50.0,89.0
1022.874,50.0,89.5
1023.459,50.0,89.5
1024.033,50.0,89.25
1024.628,50.0,89.0
1024.636,50.0,89.5
1025.233,50.0,88.75
1025.808,50.0,89.0
1026.371,50.0,89.25
1026.938,50.0,89.0
1027.520,50.0,89.25
1028.087,50.0,89.75
1028.103,50.0,89.5
1028.691,50.0,89.5
1029.252,50.0,89.25
1029.819,50.0,89.75
1030.380,50.0,89.5
1030.950,50.0,89.5
1031.523,50.0,89.25
1032.101,50.0,89.75
1032.111,50.0,89.5
1032.698,50.0,89.0
1033.265,50.0,89.5
1033.819,50.0,89.75
1034.392,50.0,89.5
1034.965,50.0,89.75
1035.526,50.0,89.25
1036.096,50.0,89.5
1036.106,50.0,89.5
1036.693,50.0,90.0
1037.253,50.0,89.75
1037.820,50.0,89.5
1038.378,50.0,90.0
1038.945,50.0,89.75
1039.497,50.0,90.0
1040.071,50.0,89.5
1040.083,50.0,89.5
1040.655,50.0,90.0
1041.258,50.0,90.0
1041.830,50.0,90.0
1042.398,50.0,89.75
1042.959,50.0,90.0
1043.523,50.0,90.0
1044.103,50.0,90.0
1044.107,50.0,89.5
1044.699,50.0,89.75
1045.291,50.0,89.75
1045.842,50.0,90.0
1046.408,50.0,90.25
1046.985,50.0,89.75
1047.555,50.0,90.25
1047.565,50.0,90.0
1048.139,50.0,90.25
1048.696,50.0,90.0
1049.253,50.0,90.0
1049.822,50.0,90.25
1050.400,50.0,89.75
1050.957,50.0,90.75
1051.527,50.0,90.25
1052.086,50.0,90.0
1052.097,50.0,90.25
1052.682,50.0,90.25
1053.265,50.0,90.5
1053.821,50.0,90.25
1054.380,50.0,90.5
1054.939,50.0,90.0
1055.510,50.0,90.25
1056.077,50.0,90.25
1056.077,50.0,90.25
1056.674,50.0,90.5
1057.269,50.0,89.5
1057.833,50.0,90.75
1058.396,50.0,90.5
1058.958,50.0,90.0
1059.527,50.0,90.25
1060.110,50.0,91.0
1060.123,50.0,90.5
1060.725,50.0,90.0
1061.283,50.0,90.25
1061.874,50.0,90.25
1062.443,50.0,91.0
1063.014,50.0,90.75
1063.580,50.0,90.25
1063.589,50.0,90.5
1064.172,50.0,90.5
1064.740,50.0,90.5
1065.301,50.0,90.5
1065.860,50.0,90.5
1066.428,50.0,90.75
1067.034,50.0,90.75
1067.602,50.0,90.5
1067.615,50.0,90.5
1068.201,50.0,90.25
1068.774,50.0,90.75
1069.337,50.0,91.0
1069.901,50.0,91.0
1070.450,50.0,90.75
1071.016,50.0,90.75
1071.584,50.0,90.75
1071.594,50.0,91.25
1072.191,50.0,90.5
1072.772,50.0,91.0
1073.353,50.0,91.0
1073.913,50.0,91.0
1074.484,50.0,91.0
1075.051,50.0,90.5
1075.066,50.0,91.25
1075.664,50.0,91.0
1076.239,50.0,91.5
1076.822,50.0,91.0
1077.379,50.0,91.0
1077.965,50.0,91.25
1078.528,50.0,91.0
1079.113,50.0,91.25
1079.124,50.0,91.5
1079.704,50.0,91.5
1080.274,50.0,91.75
1080.850,50.0,91.0
1081.416,50.0,91.75
1081.994,50.0,91.25
1082.557,50.0,91.0
1082.569,50.0,91.5
1083.172,50.0,91.75
1083.737,50.0,91.75
1084.303,50.0,91.75
1084.870,50.0,92.0
1085.441,50.0,91.75
1085.996,50.0,91.5
1086.575,50.0,91.25
1086.613,50.0,91.75
1087.220,50.0,91.75
1087.797,50.0,91.5
1088.357,50.0,91.25
1088.931,50.0,91.5
1089.517,50.0,91.75
1090.084,50.0,91.5
1090.102,50.0,92.0
1090.701,50.0,92.0
1091.266,50.0,91.75
1091.833,50.0,91.75
1092.397,50.0,92.25
1092.968,50.0,92.25
1093.540,50.0,91.5
1094.100,50.0,92.0
1094.118,50.0,92.25
1094.723,50.0,92.0
1095.287,50.0,91.75
1095.845,50.0,91.75
1096.415,50.0,91.5
1096.977,50.0,92.0
1097.563,50.0,92.0
1097.575,50.0,92.0
1098.166,50.0,91.5
1098.730,50.0,92.0
1099.385,50.0,92.0
1099.962,50.0,92.25
1100.537,50.0,92.25
1101.103,50.0,92.0
1101.103,50.0,92.0
1101.713,50.0,92.25
1102.292,50.0,92.0
1102.851,50.0,92.25
1103.421,50.0,92.0
1103.983,50.0,92.0
1104.573,50.0,92.25
1104.584,50.0,92.5
1105.186,50.0,92.0
1105.753,50.0,92.5
1106.329,50.0,92.25
1106.886,50.0,92.0
1107.455,50.0,92.0
1108.019,50.0,92.0
1108.591,50.0,92.25
1108.599,50.0,92.25
1109.191,50.0,92.0
1109.754,50.0,92.5
1110.321,50.0,92.25
1110.888,50.0,92.5
1111.435,50.0,92.25
1112.000,50.0,92.75
1112.564,50.0,92.25
1112.578,50.0,92.25
1113.189,50.0,92.25
1113.747,50.0,92.75
1114.329,50.0,92.5
1114.909,50.0,93.0
1115.477,50.0,93.0
1116.042,50.0,93.0
1116.601,50.0,93.0
1116.611,50.0,93.0
1117.210,50.0,93.0
1117.773,50.0,93.0
1118.341,50.0,92.75
1118.908,50.0,93.25
1119.494,50.0,93.0
1120.073,50.0,92.75
1120.096,50.0,93.0
1120.706,50.0,93.0
1121.272,50.0,92.75
1121.838,50.0,92.75
1122.423,50.0,93.25
1123.015,50.0,93.0
1123.584,50.0,92.5
1123.604,50.0,92.75
1124.205,50.0,92.75
1124.785,50.0,92.75
1125.356,50.0,93.0
1125.938,50.0,92.75
1126.501,50.0,92.25
1127.083,50.0,92.75
1127.093,50.0,93.0
1127.691,50.0,92.75
1128.252,50.0,92.75
1128.824,50.0,92.75
1129.396,50.0,92.75
1129.954,50.0,92.75
1130.520,50.0,92.75
1131.097,50.0,93.0
1131.110,50.0,93.25
1131.715,50.0,93.0
1132.297,50.0,92.75
1132.866,50.0,92.75
1133.424,50.0,93.25
1134.049,50.0,93.0
1134.067,50.0,93.0
1134.657,50.0,93.0
1135.242,50.0,92.75
1135.843,50.0,93.0
1136.423,50.0,93.0
1136.998,50.0,93.25
1137.590,50.0,93.5
1137.603,50.0,93.0
1138.192,50.0,93.0
1138.759,50.0,93.25
1139.340,50.0,93.0
1139.897,50.0,93.25
1140.487,50.0,93.25
1141.046,50.0,93.5
1141.069,50.0,92.75
1141.672,50.0,93.25
1142.237,50.0,93.0
1142.804,50.0,93.5
1143.361,50.0,93.5
1143.926,50.0,93.0
1144.501,50.0,93.0
1145.063,50.0,93.5
1145.076,50.0,93.5
1145.678,50.0,93.5
1146.242,50.0,93.75
1146.811,50.0,93.25
1147.398,50.0,93.5
1147.953,50.0,93.5
1148.525,50.0,93.75
1149.093,50.0,93.25
1149.093,50.0,93.5
1149.700,50.0,93.5
1150.267,50.0,93.75
